ticket_id,support_user_id,subject,priority,status,created_at,resolved_at
TKT_000607,SUP_000289,Feature request: bulk export,urgent,solved,2024-07-03T00:00:00,2024-06-27T00:00:00
TKT_000608,SUP_000289,API rate limit exceeded,high,pending,2024-07-12T00:00:00,2024-08-07T00:00:00
TKT_000609,SUP_000290,Feature request: bulk export,urgent,pending,2024-07-17T00:00:00,2023-12-25T00:00:00
TKT_000610,SUP_000290,Billing discrepancy,high,solved,2024-01-19T00:00:00,
TKT_000611,SUP_000290,API rate limit exceeded,low,solved,2024-09-04T00:00:00,2024-07-16T00:00:00
TKT_000612,SUP_000291,API rate limit exceeded,medium,solved,2023-12-24T00:00:00,2023-08-04T00:00:00
TKT_000613,SUP_000291,Integration not working,low,pending,2023-10-06T00:00:00,2023-03-06T00:00:00
TKT_000614,SUP_000291,Question about pricing,low,pending,2023-03-25T00:00:00,
TKT_000615,SUP_000292,Data not syncing,high,solved,2023-10-31T00:00:00,
TKT_000616,SUP_000292,Need to update payment method,high,open,2023-12-29T00:00:00,
TKT_000617,SUP_000292,Question about pricing,urgent,pending,2023-11-07T00:00:00,
TKT_000618,SUP_000293,Data not syncing,medium,closed,2024-01-11T00:00:00,2023-11-15T00:00:00
TKT_000619,SUP_000293,Integration not working,medium,solved,2023-07-17T00:00:00,
TKT_000620,SUP_000294,Need to update payment method,medium,solved,2023-08-09T00:00:00,2024-04-04T00:00:00
TKT_000621,SUP_000294,API rate limit exceeded,high,solved,2023-12-06T00:00:00,2023-08-03T00:00:00
TKT_000622,SUP_000294,Performance degradation,high,solved,2024-05-23T00:00:00,2023-09-28T00:00:00
TKT_000623,SUP_000295,Data not syncing,urgent,open,2023-04-03T00:00:00,2023-07-28T00:00:00
TKT_000624,SUP_000295,Billing discrepancy,low,open,2022-09-05T00:00:00,
TKT_000625,SUP_000296,Data not syncing,medium,pending,2023-05-23T00:00:00,2023-04-12T00:00:00
TKT_000626,SUP_000296,Feature request: bulk export,medium,solved,2023-05-04T00:00:00,2023-12-07T00:00:00
TKT_000627,SUP_000296,Integration not working,low,pending,2023-06-14T00:00:00,
TKT_000628,SUP_000297,Integration not working,low,closed,2024-01-30T00:00:00,2023-12-29T00:00:00
TKT_000629,SUP_000297,Performance degradation,high,solved,2024-02-03T00:00:00,2024-03-10T00:00:00
TKT_000630,SUP_000298,Feature request: bulk export,high,solved,2024-04-19T00:00:00,
TKT_000631,SUP_000298,Cannot login to dashboard,urgent,pending,2024-01-10T00:00:00,2024-04-27T00:00:00
TKT_000632,SUP_000298,Account access issue,medium,solved,2023-09-02T00:00:00,2024-06-24T00:00:00
TKT_000633,SUP_000299,Integration not working,medium,pending,2023-07-11T00:00:00,2023-04-29T00:00:00
TKT_000634,SUP_000300,Performance degradation,urgent,open,2024-08-01T00:00:00,2024-02-16T00:00:00
TKT_000635,SUP_000300,Account access issue,low,open,2024-03-04T00:00:00,2023-11-24T00:00:00
TKT_000636,SUP_000300,Account access issue,low,open,2024-02-15T00:00:00,2024-03-02T00:00:00
TKT_000637,SUP_000301,Question about pricing,medium,closed,2023-08-12T00:00:00,2023-09-20T00:00:00
TKT_000638,SUP_000301,API rate limit exceeded,high,solved,2024-06-10T00:00:00,
TKT_000639,SUP_000302,Need to update payment method,medium,solved,2022-10-18T00:00:00,
TKT_000640,SUP_000302,Performance degradation,high,open,2022-11-12T00:00:00,2023-03-12T00:00:00
TKT_000641,SUP_000302,Account access issue,medium,pending,2023-04-07T00:00:00,2022-08-03T00:00:00
TKT_000642,SUP_000303,Data not syncing,urgent,solved,2024-10-04T00:00:00,2023-11-19T00:00:00
TKT_000643,SUP_000303,Integration not working,medium,pending,2024-01-25T00:00:00,
TKT_000644,SUP_000303,Cannot login to dashboard,urgent,solved,2024-05-18T00:00:00,2024-02-12T00:00:00
TKT_000645,SUP_000304,API rate limit exceeded,low,open,2023-01-18T00:00:00,2023-01-18T00:00:00
TKT_000646,SUP_000304,Data not syncing,high,solved,2023-05-02T00:00:00,2023-08-21T00:00:00
TKT_000647,SUP_000305,Integration not working,medium,pending,2022-06-15T00:00:00,
TKT_000648,SUP_000306,Cannot login to dashboard,medium,solved,2024-10-29T00:00:00,
TKT_000649,SUP_000306,Cannot login to dashboard,low,solved,2024-06-22T00:00:00,2024-04-26T00:00:00
TKT_000650,SUP_000307,Integration not working,low,pending,2023-03-24T00:00:00,2023-12-24T00:00:00
TKT_000651,SUP_000307,Cannot login to dashboard,low,solved,2023-01-18T00:00:00,
TKT_000652,SUP_000308,Feature request: bulk export,high,open,2022-12-21T00:00:00,2023-08-08T00:00:00
TKT_000653,SUP_000309,Need to update payment method,low,pending,2023-12-17T00:00:00,2023-04-28T00:00:00
TKT_000654,SUP_000309,Performance degradation,high,pending,2023-11-28T00:00:00,
TKT_000655,SUP_000310,Cannot login to dashboard,medium,solved,2024-09-03T00:00:00,2024-12-24T00:00:00
TKT_000656,SUP_000310,Integration not working,urgent,solved,2024-07-17T00:00:00,
TKT_000657,SUP_000311,Cannot login to dashboard,high,closed,2022-12-22T00:00:00,
TKT_000658,SUP_000311,API rate limit exceeded,low,open,2022-07-15T00:00:00,2023-04-29T00:00:00
TKT_000659,SUP_000311,Need to update payment method,medium,open,2023-01-16T00:00:00,
TKT_000660,SUP_000312,Integration not working,low,open,2023-08-02T00:00:00,2024-04-16T00:00:00
TKT_000661,SUP_000313,API rate limit exceeded,medium,solved,2023-08-08T00:00:00,2023-09-13T00:00:00
TKT_000662,SUP_000313,Need to update payment method,medium,solved,2022-10-17T00:00:00,
TKT_000663,SUP_000313,Need to update payment method,medium,solved,2023-06-28T00:00:00,2023-03-16T00:00:00
TKT_000664,SUP_000314,Performance degradation,low,solved,2023-11-02T00:00:00,2024-04-08T00:00:00
TKT_000665,SUP_000314,Account access issue,urgent,closed,2024-04-03T00:00:00,
TKT_000666,SUP_000315,Cannot login to dashboard,high,open,2024-02-24T00:00:00,
TKT_000667,SUP_000315,Performance degradation,low,closed,2024-11-01T00:00:00,2024-05-18T00:00:00
TKT_000668,SUP_000316,Cannot login to dashboard,high,solved,2023-04-15T00:00:00,2023-05-03T00:00:00
TKT_000669,SUP_000317,Data not syncing,high,solved,2022-04-19T00:00:00,2023-01-02T00:00:00
TKT_000670,SUP_000318,Account access issue,urgent,open,2024-01-24T00:00:00,2024-01-23T00:00:00
TKT_000671,SUP_000319,Cannot login to dashboard,medium,open,2023-03-13T00:00:00,2022-12-28T00:00:00
TKT_000672,SUP_000319,API rate limit exceeded,medium,open,2022-10-13T00:00:00,2022-10-06T00:00:00
TKT_000673,SUP_000320,Integration not working,high,open,2022-08-28T00:00:00,2022-09-25T00:00:00
TKT_000674,SUP_000320,Data not syncing,urgent,open,2022-08-20T00:00:00,2022-12-24T00:00:00
TKT_000675,SUP_000320,Account access issue,high,closed,2023-04-26T00:00:00,2023-07-03T00:00:00
TKT_000676,SUP_000321,Account access issue,medium,solved,2022-09-05T00:00:00,2022-06-30T00:00:00
TKT_000677,SUP_000322,Account access issue,urgent,solved,2023-06-12T00:00:00,
TKT_000678,SUP_000323,Billing discrepancy,medium,closed,2022-06-16T00:00:00,2022-07-21T00:00:00
TKT_000679,SUP_000324,Integration not working,high,closed,2024-01-30T00:00:00,
TKT_000680,SUP_000324,Feature request: bulk export,high,pending,2023-09-01T00:00:00,
TKT_000681,SUP_000325,Question about pricing,high,open,2022-09-08T00:00:00,
TKT_000682,SUP_000326,Feature request: bulk export,urgent,pending,2023-01-18T00:00:00,
TKT_000683,SUP_000326,Account access issue,urgent,pending,2022-10-19T00:00:00,2023-08-24T00:00:00
TKT_000684,SUP_000327,API rate limit exceeded,medium,pending,2022-10-28T00:00:00,2023-05-01T00:00:00
TKT_000685,SUP_000327,Data not syncing,urgent,solved,2023-05-01T00:00:00,
TKT_000686,SUP_000327,Account access issue,high,pending,2022-08-30T00:00:00,2022-09-04T00:00:00
TKT_000687,SUP_000328,Integration not working,low,solved,2023-11-07T00:00:00,2024-09-17T00:00:00
TKT_000688,SUP_000329,Integration not working,medium,open,2024-06-24T00:00:00,
TKT_000689,SUP_000329,Data not syncing,urgent,solved,2024-11-25T00:00:00,2024-07-03T00:00:00
TKT_000690,SUP_000330,API rate limit exceeded,medium,closed,2023-01-09T00:00:00,2023-07-05T00:00:00
TKT_000691,SUP_000331,Data not syncing,medium,solved,2023-10-31T00:00:00,2024-03-03T00:00:00
TKT_000692,SUP_000331,Cannot login to dashboard,medium,solved,2024-01-12T00:00:00,2024-08-16T00:00:00
TKT_000693,SUP_000331,Cannot login to dashboard,high,pending,2024-01-16T00:00:00,2024-03-02T00:00:00
TKT_000694,SUP_000332,Performance degradation,high,closed,2023-02-20T00:00:00,2023-07-08T00:00:00
TKT_000695,SUP_000333,API rate limit exceeded,medium,pending,2023-01-19T00:00:00,2023-05-07T00:00:00
TKT_000696,SUP_000333,Billing discrepancy,medium,closed,2023-04-23T00:00:00,2022-12-15T00:00:00
TKT_000697,SUP_000334,Performance degradation,urgent,closed,2023-03-11T00:00:00,2023-05-05T00:00:00
TKT_000698,SUP_000334,Performance degradation,medium,closed,2022-08-24T00:00:00,2023-07-08T00:00:00
TKT_000699,SUP_000334,Cannot login to dashboard,high,closed,2022-09-18T00:00:00,2023-03-10T00:00:00
TKT_000700,SUP_000335,Need to update payment method,urgent,solved,2023-11-19T00:00:00,
TKT_000701,SUP_000336,Data not syncing,urgent,pending,2024-03-03T00:00:00,
TKT_000702,SUP_000336,Question about pricing,high,solved,2023-05-21T00:00:00,
TKT_000703,SUP_000337,Account access issue,low,open,2023-03-25T00:00:00,
TKT_000704,SUP_000337,Data not syncing,medium,open,2022-11-07T00:00:00,2022-11-29T00:00:00
TKT_000705,SUP_000338,Question about pricing,urgent,solved,2024-03-19T00:00:00,2023-12-16T00:00:00
TKT_000706,SUP_000338,Need to update payment method,medium,pending,2024-03-08T00:00:00,2023-10-08T00:00:00
TKT_000707,SUP_000339,API rate limit exceeded,medium,open,2023-12-16T00:00:00,
TKT_000708,SUP_000339,Cannot login to dashboard,medium,solved,2023-08-09T00:00:00,
TKT_000709,SUP_000340,Need to update payment method,urgent,pending,2023-08-15T00:00:00,2023-07-15T00:00:00
TKT_000710,SUP_000340,Question about pricing,low,solved,2023-06-17T00:00:00,2023-01-26T00:00:00
TKT_000711,SUP_000340,API rate limit exceeded,medium,solved,2023-05-29T00:00:00,2022-11-17T00:00:00
TKT_000712,SUP_000341,Question about pricing,low,solved,2024-07-16T00:00:00,2024-03-26T00:00:00
TKT_000713,SUP_000342,Need to update payment method,medium,closed,2024-10-29T00:00:00,2024-05-22T00:00:00
TKT_000714,SUP_000343,Integration not working,urgent,pending,2023-07-29T00:00:00,2023-07-30T00:00:00
TKT_000715,SUP_000343,Feature request: bulk export,low,pending,2023-08-04T00:00:00,2023-10-14T00:00:00
TKT_000716,SUP_000344,Billing discrepancy,medium,solved,2023-11-20T00:00:00,2023-06-09T00:00:00
TKT_000717,SUP_000345,Billing discrepancy,high,closed,2023-09-14T00:00:00,2024-05-10T00:00:00
TKT_000718,SUP_000345,Data not syncing,low,solved,2024-05-12T00:00:00,2023-07-05T00:00:00
TKT_000719,SUP_000345,Account access issue,medium,closed,2024-06-28T00:00:00,2024-02-15T00:00:00
TKT_000720,SUP_000346,Performance degradation,urgent,solved,2023-10-01T00:00:00,
TKT_000721,SUP_000347,Account access issue,medium,solved,2023-01-20T00:00:00,2022-12-02T00:00:00
TKT_000722,SUP_000348,Question about pricing,low,solved,2024-09-25T00:00:00,2024-06-06T00:00:00
TKT_000723,SUP_000349,Question about pricing,low,solved,2024-02-17T00:00:00,2023-11-17T00:00:00
TKT_000724,SUP_000350,Cannot login to dashboard,medium,pending,2022-08-09T00:00:00,
TKT_000725,SUP_000351,Account access issue,medium,closed,2023-10-06T00:00:00,2023-10-14T00:00:00
TKT_000726,SUP_000351,Data not syncing,medium,closed,2023-09-15T00:00:00,2023-11-01T00:00:00
TKT_000727,SUP_000351,Billing discrepancy,urgent,open,2024-01-29T00:00:00,
TKT_000728,SUP_000352,Performance degradation,high,solved,2023-01-15T00:00:00,2023-07-25T00:00:00
TKT_000729,SUP_000352,Need to update payment method,high,pending,2023-04-11T00:00:00,
TKT_000730,SUP_000352,Cannot login to dashboard,high,open,2023-02-04T00:00:00,2023-09-16T00:00:00
TKT_000731,SUP_000353,Feature request: bulk export,medium,pending,2023-08-18T00:00:00,2023-09-03T00:00:00
TKT_000732,SUP_000353,Account access issue,medium,open,2024-03-03T00:00:00,2024-02-08T00:00:00
TKT_000733,SUP_000353,API rate limit exceeded,medium,pending,2023-12-20T00:00:00,2023-06-25T00:00:00
TKT_000734,SUP_000354,Billing discrepancy,medium,solved,2022-11-30T00:00:00,2022-07-09T00:00:00
TKT_000735,SUP_000354,Account access issue,low,open,2022-04-25T00:00:00,2022-11-10T00:00:00
TKT_000736,SUP_000355,Cannot login to dashboard,high,open,2023-11-22T00:00:00,2024-01-03T00:00:00
TKT_000737,SUP_000355,Data not syncing,medium,pending,2024-03-02T00:00:00,2023-09-07T00:00:00
TKT_000738,SUP_000356,API rate limit exceeded,medium,pending,2022-06-10T00:00:00,
TKT_000739,SUP_000356,Cannot login to dashboard,low,solved,2022-10-01T00:00:00,
TKT_000740,SUP_000356,Performance degradation,high,solved,2022-09-10T00:00:00,2022-09-07T00:00:00
TKT_000741,SUP_000357,Data not syncing,urgent,solved,2024-02-11T00:00:00,2024-07-28T00:00:00
TKT_000742,SUP_000357,Cannot login to dashboard,medium,solved,2024-06-15T00:00:00,2024-07-14T00:00:00
TKT_000743,SUP_000357,Cannot login to dashboard,urgent,open,2024-07-22T00:00:00,2024-01-27T00:00:00
TKT_000744,SUP_000358,Need to update payment method,urgent,closed,2023-04-21T00:00:00,2023-06-30T00:00:00
TKT_000745,SUP_000358,Billing discrepancy,high,solved,2023-01-18T00:00:00,2023-07-05T00:00:00
TKT_000746,SUP_000359,Data not syncing,low,open,2023-03-21T00:00:00,2023-01-20T00:00:00
TKT_000747,SUP_000359,Need to update payment method,low,closed,2023-07-23T00:00:00,
TKT_000748,SUP_000359,Performance degradation,urgent,solved,2023-09-14T00:00:00,2023-06-09T00:00:00
TKT_000749,SUP_000360,API rate limit exceeded,medium,solved,2023-11-13T00:00:00,2024-06-26T00:00:00
TKT_000750,SUP_000360,Account access issue,urgent,solved,2023-09-26T00:00:00,2023-11-05T00:00:00
TKT_000751,SUP_000360,Billing discrepancy,high,solved,2023-12-21T00:00:00,2023-12-27T00:00:00
TKT_000752,SUP_000361,Performance degradation,medium,open,2023-08-15T00:00:00,
TKT_000753,SUP_000362,Cannot login to dashboard,urgent,solved,2022-10-30T00:00:00,2023-04-16T00:00:00
TKT_000754,SUP_000362,Cannot login to dashboard,medium,open,2022-10-12T00:00:00,2023-05-11T00:00:00
TKT_000755,SUP_000362,Question about pricing,medium,open,2023-06-19T00:00:00,2023-02-06T00:00:00
TKT_000756,SUP_000363,Billing discrepancy,urgent,pending,2023-10-16T00:00:00,2023-10-28T00:00:00
TKT_000757,SUP_000363,Billing discrepancy,urgent,solved,2024-08-05T00:00:00,2024-04-08T00:00:00
TKT_000758,SUP_000363,API rate limit exceeded,high,pending,2023-12-06T00:00:00,2024-07-19T00:00:00
TKT_000759,SUP_000364,Integration not working,low,pending,2022-12-23T00:00:00,2022-09-25T00:00:00
TKT_000760,SUP_000365,Performance degradation,medium,pending,2022-11-01T00:00:00,2022-11-01T00:00:00
TKT_000761,SUP_000365,Integration not working,medium,solved,2022-08-15T00:00:00,
TKT_000762,SUP_000365,Data not syncing,high,open,2023-01-24T00:00:00,2022-10-31T00:00:00
TKT_000763,SUP_000366,Integration not working,urgent,solved,2023-08-02T00:00:00,2024-04-13T00:00:00
TKT_000764,SUP_000366,API rate limit exceeded,medium,solved,2024-06-16T00:00:00,2023-11-28T00:00:00
TKT_000765,SUP_000366,Feature request: bulk export,medium,open,2023-08-27T00:00:00,
TKT_000766,SUP_000367,Account access issue,urgent,open,2023-05-13T00:00:00,2022-10-13T00:00:00
TKT_000767,SUP_000368,Account access issue,low,pending,2023-05-06T00:00:00,2023-04-08T00:00:00
TKT_000768,SUP_000368,Performance degradation,medium,solved,2023-05-30T00:00:00,2023-10-06T00:00:00
TKT_000769,SUP_000369,Billing discrepancy,low,solved,2024-01-14T00:00:00,
TKT_000770,SUP_000369,Feature request: bulk export,high,open,2024-02-02T00:00:00,
TKT_000771,SUP_000369,Billing discrepancy,high,solved,2023-12-19T00:00:00,2024-10-21T00:00:00
TKT_000772,SUP_000370,Cannot login to dashboard,urgent,pending,2022-02-06T00:00:00,2022-05-07T00:00:00
TKT_000773,SUP_000371,Integration not working,low,solved,2022-10-08T00:00:00,
TKT_000774,SUP_000371,Billing discrepancy,urgent,closed,2022-08-28T00:00:00,2023-02-06T00:00:00
TKT_000775,SUP_000371,Feature request: bulk export,low,pending,2023-04-01T00:00:00,2023-03-22T00:00:00
TKT_000776,SUP_000372,API rate limit exceeded,medium,closed,2023-10-11T00:00:00,2023-10-30T00:00:00
TKT_000777,SUP_000372,Cannot login to dashboard,urgent,open,2023-02-20T00:00:00,
TKT_000778,SUP_000373,Cannot login to dashboard,urgent,solved,2023-02-03T00:00:00,
TKT_000779,SUP_000373,API rate limit exceeded,medium,pending,2023-03-04T00:00:00,2022-06-11T00:00:00
TKT_000780,SUP_000373,Feature request: bulk export,urgent,solved,2022-10-12T00:00:00,
TKT_000781,SUP_000374,Integration not working,medium,pending,2024-08-17T00:00:00,2024-01-21T00:00:00
TKT_000782,SUP_000374,Integration not working,low,pending,2024-03-17T00:00:00,
TKT_000783,SUP_000375,Account access issue,low,open,2023-05-07T00:00:00,2023-01-01T00:00:00
TKT_000784,SUP_000376,Integration not working,high,open,2023-06-15T00:00:00,
TKT_000785,SUP_000376,API rate limit exceeded,medium,solved,2023-05-15T00:00:00,
TKT_000786,SUP_000377,Account access issue,high,closed,2023-07-07T00:00:00,2023-05-20T00:00:00
TKT_000787,SUP_000378,API rate limit exceeded,low,closed,2023-11-23T00:00:00,2023-11-03T00:00:00
TKT_000788,SUP_000378,Integration not working,medium,solved,2023-12-24T00:00:00,
TKT_000789,SUP_000379,Performance degradation,low,closed,2023-11-18T00:00:00,2024-09-28T00:00:00
TKT_000790,SUP_000379,Integration not working,medium,solved,2024-01-07T00:00:00,2024-05-20T00:00:00
TKT_000791,SUP_000380,Cannot login to dashboard,low,solved,2024-07-15T00:00:00,2024-05-08T00:00:00
TKT_000792,SUP_000380,Integration not working,medium,solved,2023-11-06T00:00:00,2024-03-13T00:00:00
TKT_000793,SUP_000380,Account access issue,low,closed,2023-12-05T00:00:00,2024-08-16T00:00:00
TKT_000794,SUP_000381,Question about pricing,high,solved,2022-08-18T00:00:00,2023-04-12T00:00:00
TKT_000795,SUP_000382,Need to update payment method,low,pending,2022-10-02T00:00:00,2023-06-29T00:00:00
TKT_000796,SUP_000382,Data not syncing,urgent,solved,2022-11-11T00:00:00,2022-10-31T00:00:00
TKT_000797,SUP_000382,API rate limit exceeded,medium,solved,2023-04-13T00:00:00,2022-12-27T00:00:00
TKT_000798,SUP_000383,Cannot login to dashboard,medium,pending,2024-05-23T00:00:00,
TKT_000799,SUP_000384,Performance degradation,high,solved,2023-04-03T00:00:00,2023-03-03T00:00:00
TKT_000800,SUP_000384,Need to update payment method,medium,closed,2022-11-24T00:00:00,2022-09-12T00:00:00
TKT_000801,SUP_000384,Feature request: bulk export,medium,solved,2023-04-11T00:00:00,
TKT_000802,SUP_000385,Performance degradation,urgent,solved,2023-09-14T00:00:00,2023-09-21T00:00:00
TKT_000803,SUP_000385,Question about pricing,medium,solved,2024-04-22T00:00:00,2024-05-16T00:00:00
TKT_000804,SUP_000385,Question about pricing,low,open,2023-08-19T00:00:00,2024-04-02T00:00:00
TKT_000805,SUP_000386,Cannot login to dashboard,medium,open,2024-09-20T00:00:00,2024-03-31T00:00:00
TKT_000806,SUP_000386,Data not syncing,medium,solved,2023-12-24T00:00:00,2024-07-02T00:00:00
TKT_000807,SUP_000386,Data not syncing,low,solved,2023-10-25T00:00:00,2024-05-08T00:00:00
TKT_000808,SUP_000387,Integration not working,low,solved,2024-10-22T00:00:00,2024-09-26T00:00:00
TKT_000809,SUP_000387,Cannot login to dashboard,medium,open,2024-09-11T00:00:00,
TKT_000810,SUP_000387,Cannot login to dashboard,medium,solved,2024-08-29T00:00:00,2024-01-12T00:00:00
TKT_000811,SUP_000388,Need to update payment method,medium,solved,2023-01-19T00:00:00,
TKT_000812,SUP_000388,Feature request: bulk export,high,solved,2023-09-01T00:00:00,2022-12-31T00:00:00
TKT_000813,SUP_000388,Feature request: bulk export,medium,pending,2022-11-13T00:00:00,2023-07-18T00:00:00
TKT_000814,SUP_000389,Need to update payment method,low,open,2023-03-24T00:00:00,2023-11-13T00:00:00
TKT_000815,SUP_000390,Cannot login to dashboard,medium,solved,2024-04-01T00:00:00,2024-05-12T00:00:00
TKT_000816,SUP_000390,Cannot login to dashboard,urgent,solved,2024-09-11T00:00:00,2025-01-18T00:00:00
TKT_000817,SUP_000391,Question about pricing,medium,closed,2022-09-28T00:00:00,2022-07-31T00:00:00
TKT_000818,SUP_000391,Account access issue,medium,pending,2022-08-06T00:00:00,
TKT_000819,SUP_000392,Cannot login to dashboard,low,pending,2023-09-04T00:00:00,2023-09-03T00:00:00
TKT_000820,SUP_000393,Question about pricing,low,closed,2024-08-04T00:00:00,
TKT_000821,SUP_000393,Integration not working,low,solved,2024-06-09T00:00:00,2024-06-26T00:00:00
TKT_000822,SUP_000393,Feature request: bulk export,high,open,2024-08-03T00:00:00,2024-04-07T00:00:00
TKT_000823,SUP_000394,Need to update payment method,low,solved,2023-06-24T00:00:00,2023-06-27T00:00:00
TKT_000824,SUP_000394,Need to update payment method,medium,solved,2023-10-01T00:00:00,
TKT_000825,SUP_000394,API rate limit exceeded,medium,closed,2024-02-22T00:00:00,2023-09-20T00:00:00
TKT_000826,SUP_000395,Performance degradation,low,pending,2024-06-30T00:00:00,2024-04-13T00:00:00
TKT_000827,SUP_000396,Integration not working,low,open,2022-08-19T00:00:00,
TKT_000828,SUP_000396,Performance degradation,high,solved,2022-10-21T00:00:00,2022-07-20T00:00:00
TKT_000829,SUP_000396,Data not syncing,urgent,solved,2022-07-29T00:00:00,2023-01-13T00:00:00
TKT_000830,SUP_000397,Data not syncing,low,pending,2024-01-31T00:00:00,2023-10-22T00:00:00
TKT_000831,SUP_000397,Billing discrepancy,medium,pending,2023-12-28T00:00:00,2024-02-26T00:00:00
TKT_000832,SUP_000398,API rate limit exceeded,medium,open,2023-09-01T00:00:00,2023-03-13T00:00:00
TKT_000833,SUP_000398,API rate limit exceeded,medium,open,2023-07-25T00:00:00,
TKT_000834,SUP_000399,Account access issue,medium,solved,2022-09-25T00:00:00,2022-12-01T00:00:00
TKT_000835,SUP_000399,Account access issue,medium,pending,2022-08-20T00:00:00,
TKT_000836,SUP_000399,Account access issue,medium,solved,2023-04-09T00:00:00,2022-11-17T00:00:00
TKT_000837,SUP_000400,Performance degradation,medium,pending,2025-01-02T00:00:00,2024-04-12T00:00:00
TKT_000838,SUP_000400,Need to update payment method,urgent,solved,2024-05-24T00:00:00,
TKT_000839,SUP_000400,Need to update payment method,urgent,closed,2024-07-11T00:00:00,2024-06-06T00:00:00
TKT_000840,SUP_000401,Question about pricing,medium,closed,2023-07-01T00:00:00,
TKT_000841,SUP_000401,Data not syncing,medium,open,2023-05-07T00:00:00,2023-02-23T00:00:00
TKT_000842,SUP_000401,Need to update payment method,low,closed,2023-11-17T00:00:00,2023-03-15T00:00:00
TKT_000843,SUP_000402,Data not syncing,medium,closed,2023-05-28T00:00:00,2023-05-26T00:00:00
TKT_000844,SUP_000403,Performance degradation,high,solved,2023-06-24T00:00:00,2023-07-03T00:00:00
TKT_000845,SUP_000404,Need to update payment method,low,solved,2022-10-16T00:00:00,
TKT_000846,SUP_000405,Cannot login to dashboard,low,solved,2022-08-17T00:00:00,
TKT_000847,SUP_000405,Performance degradation,medium,open,2022-09-19T00:00:00,2022-12-25T00:00:00
TKT_000848,SUP_000405,Performance degradation,medium,solved,2023-02-21T00:00:00,2022-06-07T00:00:00
TKT_000849,SUP_000406,Integration not working,high,open,2024-07-08T00:00:00,2024-05-24T00:00:00
TKT_000850,SUP_000406,Performance degradation,medium,open,2024-10-31T00:00:00,2024-07-30T00:00:00
TKT_000851,SUP_000406,Feature request: bulk export,medium,closed,2024-02-20T00:00:00,2024-01-16T00:00:00
TKT_000852,SUP_000407,Cannot login to dashboard,medium,solved,2023-04-03T00:00:00,2023-01-20T00:00:00
TKT_000853,SUP_000407,Data not syncing,medium,pending,2023-01-19T00:00:00,2023-08-30T00:00:00
TKT_000854,SUP_000407,Feature request: bulk export,low,pending,2023-09-29T00:00:00,2022-11-06T00:00:00
TKT_000855,SUP_000408,Cannot login to dashboard,low,solved,2023-03-22T00:00:00,
TKT_000856,SUP_000408,Question about pricing,urgent,closed,2022-08-27T00:00:00,
TKT_000857,SUP_000408,Data not syncing,urgent,solved,2022-07-15T00:00:00,2023-02-09T00:00:00
TKT_000858,SUP_000409,Need to update payment method,low,closed,2024-05-22T00:00:00,2024-05-18T00:00:00
TKT_000859,SUP_000409,Billing discrepancy,medium,solved,2023-10-29T00:00:00,
TKT_000860,SUP_000410,Data not syncing,urgent,closed,2023-10-23T00:00:00,2023-08-22T00:00:00
TKT_000861,SUP_000410,Feature request: bulk export,urgent,solved,2023-04-26T00:00:00,2023-04-09T00:00:00
TKT_000862,SUP_000411,Feature request: bulk export,medium,closed,2022-07-24T00:00:00,2022-05-20T00:00:00
TKT_000863,SUP_000411,Cannot login to dashboard,low,pending,2022-06-03T00:00:00,
TKT_000864,SUP_000412,Billing discrepancy,high,pending,2023-10-03T00:00:00,2024-01-06T00:00:00
TKT_000865,SUP_000413,Account access issue,high,open,2023-11-04T00:00:00,2024-01-04T00:00:00
TKT_000866,SUP_000414,Cannot login to dashboard,urgent,open,2023-11-14T00:00:00,2024-01-18T00:00:00
TKT_000867,SUP_000415,Performance degradation,high,solved,2023-09-15T00:00:00,2023-07-16T00:00:00
TKT_000868,SUP_000415,Integration not working,medium,solved,2023-03-06T00:00:00,2023-04-09T00:00:00
TKT_000869,SUP_000415,Billing discrepancy,high,solved,2023-10-15T00:00:00,
TKT_000870,SUP_000416,Account access issue,medium,solved,2023-10-12T00:00:00,
TKT_000871,SUP_000417,Cannot login to dashboard,low,pending,2024-04-06T00:00:00,2023-09-04T00:00:00
TKT_000872,SUP_000418,Need to update payment method,high,closed,2024-03-27T00:00:00,2023-09-25T00:00:00
TKT_000873,SUP_000418,Billing discrepancy,medium,closed,2024-01-05T00:00:00,2023-10-28T00:00:00
TKT_000874,SUP_000418,Billing discrepancy,high,pending,2024-04-03T00:00:00,2024-06-18T00:00:00
TKT_000875,SUP_000419,Performance degradation,low,pending,2024-04-24T00:00:00,2024-04-27T00:00:00
TKT_000876,SUP_000419,Billing discrepancy,high,closed,2024-02-13T00:00:00,
TKT_000877,SUP_000419,Question about pricing,urgent,closed,2024-08-10T00:00:00,2023-12-04T00:00:00
TKT_000878,SUP_000420,Integration not working,low,solved,2024-02-12T00:00:00,2024-02-10T00:00:00
TKT_000879,SUP_000420,Cannot login to dashboard,urgent,solved,2023-12-17T00:00:00,
TKT_000880,SUP_000420,Feature request: bulk export,medium,open,2024-06-20T00:00:00,
TKT_000881,SUP_000421,Need to update payment method,medium,solved,2022-07-01T00:00:00,2023-01-16T00:00:00
TKT_000882,SUP_000421,Feature request: bulk export,medium,solved,2022-11-04T00:00:00,
TKT_000883,SUP_000421,Data not syncing,medium,solved,2022-12-14T00:00:00,2022-10-11T00:00:00
