invoice_id,billing_account_id,amount_cents,currency,status,issued_at,paid_at
INV_000633,BILL_000256,225962,usd,paid,2023-01-27T00:00:00,2023-02-01T00:00:00
INV_000634,BILL_000256,354638,usd,void,2023-02-26T00:00:00,
INV_000635,BILL_000256,273845,usd,paid,2023-03-28T00:00:00,
INV_000636,BILL_000256,15838,usd,paid,2023-04-27T00:00:00,2023-05-02T00:00:00
INV_000637,BILL_000257,329709,usd,paid,2023-01-17T00:00:00,2023-01-22T00:00:00
INV_000638,BILL_000257,19027,usd,open,2023-02-16T00:00:00,2023-02-21T00:00:00
INV_000639,BILL_000258,191210,usd,paid,2022-06-10T00:00:00,2022-06-15T00:00:00
INV_000640,BILL_000258,18231,usd,paid,2022-07-10T00:00:00,2022-07-15T00:00:00
INV_000641,BILL_000259,177503,usd,paid,2023-02-05T00:00:00,2023-02-10T00:00:00
INV_000642,BILL_000259,450489,usd,open,2023-03-07T00:00:00,2023-03-12T00:00:00
INV_000643,BILL_000259,430241,usd,paid,2023-04-06T00:00:00,2023-04-11T00:00:00
INV_000644,BILL_000259,385745,usd,void,2023-05-06T00:00:00,2023-05-11T00:00:00
INV_000645,BILL_000260,182664,usd,paid,2022-06-20T00:00:00,2022-06-25T00:00:00
INV_000646,BILL_000260,372116,usd,void,2022-07-20T00:00:00,2022-07-25T00:00:00
INV_000647,BILL_000260,201137,usd,paid,2022-08-19T00:00:00,2022-08-24T00:00:00
INV_000648,BILL_000260,187592,usd,void,2022-09-18T00:00:00,2022-09-23T00:00:00
INV_000649,BILL_000261,428121,usd,paid,2023-11-08T00:00:00,
INV_000650,BILL_000262,213490,usd,void,2023-09-26T00:00:00,2023-10-01T00:00:00
INV_000651,BILL_000262,245878,usd,paid,2023-10-26T00:00:00,2023-10-31T00:00:00
INV_000652,BILL_000262,106029,usd,open,2023-11-25T00:00:00,
INV_000653,BILL_000263,390132,usd,void,2022-05-05T00:00:00,2022-05-10T00:00:00
INV_000654,BILL_000263,54287,usd,paid,2022-06-04T00:00:00,2022-06-09T00:00:00
INV_000655,BILL_000263,261366,usd,paid,2022-07-04T00:00:00,2022-07-09T00:00:00
INV_000656,BILL_000264,368334,usd,void,2023-11-06T00:00:00,2023-11-11T00:00:00
INV_000657,BILL_000264,461072,usd,open,2023-12-06T00:00:00,2023-12-11T00:00:00
INV_000658,BILL_000264,410010,usd,void,2024-01-05T00:00:00,
INV_000659,BILL_000265,258933,usd,open,2022-04-18T00:00:00,2022-04-23T00:00:00
INV_000660,BILL_000265,499702,usd,paid,2022-05-18T00:00:00,2022-05-23T00:00:00
INV_000661,BILL_000265,245354,usd,paid,2022-06-17T00:00:00,2022-06-22T00:00:00
INV_000662,BILL_000265,405000,usd,paid,2022-07-17T00:00:00,2022-07-22T00:00:00
INV_000663,BILL_000266,30499,usd,paid,2023-06-20T00:00:00,2023-06-25T00:00:00
INV_000664,BILL_000266,442579,usd,void,2023-07-20T00:00:00,2023-07-25T00:00:00
INV_000665,BILL_000266,396603,usd,void,2023-08-19T00:00:00,2023-08-24T00:00:00
INV_000666,BILL_000267,189627,usd,open,2022-11-02T00:00:00,2022-11-07T00:00:00
INV_000667,BILL_000267,406399,usd,paid,2022-12-02T00:00:00,2022-12-07T00:00:00
INV_000668,BILL_000268,54903,usd,paid,2023-01-15T00:00:00,2023-01-20T00:00:00
INV_000669,BILL_000268,254797,usd,paid,2023-02-14T00:00:00,2023-02-19T00:00:00
INV_000670,BILL_000268,71311,usd,open,2023-03-16T00:00:00,2023-03-21T00:00:00
INV_000671,BILL_000269,56835,usd,paid,2024-03-23T00:00:00,2024-03-28T00:00:00
INV_000672,BILL_000269,18727,usd,paid,2024-04-22T00:00:00,2024-04-27T00:00:00
INV_000673,BILL_000269,353096,usd,paid,2024-05-22T00:00:00,2024-05-27T00:00:00
INV_000674,BILL_000269,31721,usd,paid,2024-06-21T00:00:00,2024-06-26T00:00:00
INV_000675,BILL_000270,495937,usd,open,2023-06-18T00:00:00,2023-06-23T00:00:00
INV_000676,BILL_000271,423406,usd,open,2022-11-01T00:00:00,2022-11-06T00:00:00
INV_000677,BILL_000271,124050,usd,open,2022-12-01T00:00:00,2022-12-06T00:00:00
INV_000678,BILL_000272,284715,usd,paid,2022-07-16T00:00:00,2022-07-21T00:00:00
INV_000679,BILL_000273,220437,usd,paid,2022-06-19T00:00:00,2022-06-24T00:00:00
INV_000680,BILL_000273,28464,usd,paid,2022-07-19T00:00:00,2022-07-24T00:00:00
INV_000681,BILL_000273,146236,usd,paid,2022-08-18T00:00:00,2022-08-23T00:00:00
INV_000682,BILL_000273,485624,usd,void,2022-09-17T00:00:00,2022-09-22T00:00:00
INV_000683,BILL_000274,15371,usd,void,2023-10-16T00:00:00,2023-10-21T00:00:00
INV_000684,BILL_000274,397312,usd,open,2023-11-15T00:00:00,2023-11-20T00:00:00
INV_000685,BILL_000274,313850,usd,void,2023-12-15T00:00:00,
INV_000686,BILL_000275,289604,usd,void,2022-10-25T00:00:00,2022-10-30T00:00:00
INV_000687,BILL_000275,478355,usd,paid,2022-11-24T00:00:00,2022-11-29T00:00:00
INV_000688,BILL_000275,338574,usd,void,2022-12-24T00:00:00,2022-12-29T00:00:00
INV_000689,BILL_000275,326008,usd,paid,2023-01-23T00:00:00,2023-01-28T00:00:00
INV_000690,BILL_000276,211879,usd,paid,2023-08-31T00:00:00,2023-09-05T00:00:00
INV_000691,BILL_000276,131443,usd,paid,2023-09-30T00:00:00,2023-10-05T00:00:00
INV_000692,BILL_000276,193071,usd,paid,2023-10-30T00:00:00,2023-11-04T00:00:00
INV_000693,BILL_000276,76705,usd,open,2023-11-29T00:00:00,2023-12-04T00:00:00
INV_000694,BILL_000277,266000,usd,paid,2022-07-05T00:00:00,2022-07-10T00:00:00
INV_000695,BILL_000277,301175,usd,paid,2022-08-04T00:00:00,2022-08-09T00:00:00
INV_000696,BILL_000277,349509,usd,void,2022-09-03T00:00:00,2022-09-08T00:00:00
INV_000697,BILL_000278,59308,usd,open,2023-09-01T00:00:00,2023-09-06T00:00:00
INV_000698,BILL_000278,155618,usd,paid,2023-10-01T00:00:00,2023-10-06T00:00:00
INV_000699,BILL_000278,443574,usd,paid,2023-10-31T00:00:00,2023-11-05T00:00:00
INV_000700,BILL_000278,486174,usd,paid,2023-11-30T00:00:00,2023-12-05T00:00:00
INV_000701,BILL_000279,158860,usd,paid,2022-06-27T00:00:00,2022-07-02T00:00:00
INV_000702,BILL_000279,272262,usd,paid,2022-07-27T00:00:00,2022-08-01T00:00:00
INV_000703,BILL_000279,425001,usd,open,2022-08-26T00:00:00,2022-08-31T00:00:00
INV_000704,BILL_000280,302397,usd,paid,2022-10-21T00:00:00,2022-10-26T00:00:00
INV_000705,BILL_000280,275280,usd,open,2022-11-20T00:00:00,2022-11-25T00:00:00
INV_000706,BILL_000280,80798,usd,paid,2022-12-20T00:00:00,2022-12-25T00:00:00
INV_000707,BILL_000280,434979,usd,void,2023-01-19T00:00:00,2023-01-24T00:00:00
INV_000708,BILL_000281,361334,usd,open,2022-06-22T00:00:00,2022-06-27T00:00:00
INV_000709,BILL_000281,430294,usd,open,2022-07-22T00:00:00,2022-07-27T00:00:00
INV_000710,BILL_000281,364352,usd,paid,2022-08-21T00:00:00,2022-08-26T00:00:00
INV_000711,BILL_000281,147116,usd,paid,2022-09-20T00:00:00,2022-09-25T00:00:00
INV_000712,BILL_000282,195189,usd,paid,2022-07-18T00:00:00,2022-07-23T00:00:00
INV_000713,BILL_000282,302021,usd,paid,2022-08-17T00:00:00,2022-08-22T00:00:00
INV_000714,BILL_000282,235570,usd,paid,2022-09-16T00:00:00,2022-09-21T00:00:00
INV_000715,BILL_000283,311800,usd,paid,2022-11-24T00:00:00,2022-11-29T00:00:00
INV_000716,BILL_000284,220744,usd,void,2024-01-14T00:00:00,2024-01-19T00:00:00
INV_000717,BILL_000284,42379,usd,void,2024-02-13T00:00:00,
INV_000718,BILL_000284,349335,usd,void,2024-03-14T00:00:00,
INV_000719,BILL_000285,170879,usd,paid,2023-09-02T00:00:00,2023-09-07T00:00:00
INV_000720,BILL_000285,106642,usd,void,2023-10-02T00:00:00,2023-10-07T00:00:00
INV_000721,BILL_000286,139739,usd,paid,2023-01-10T00:00:00,2023-01-15T00:00:00
INV_000722,BILL_000286,224657,usd,paid,2023-02-09T00:00:00,2023-02-14T00:00:00
INV_000723,BILL_000286,490190,usd,open,2023-03-11T00:00:00,2023-03-16T00:00:00
INV_000724,BILL_000286,237759,usd,void,2023-04-10T00:00:00,2023-04-15T00:00:00
INV_000725,BILL_000287,345630,usd,open,2023-06-01T00:00:00,2023-06-06T00:00:00
INV_000726,BILL_000287,315958,usd,paid,2023-07-01T00:00:00,
INV_000727,BILL_000287,161796,usd,paid,2023-07-31T00:00:00,2023-08-05T00:00:00
INV_000728,BILL_000287,111650,usd,paid,2023-08-30T00:00:00,2023-09-04T00:00:00
INV_000729,BILL_000288,381886,usd,void,2023-12-28T00:00:00,
INV_000730,BILL_000288,12399,usd,paid,2024-01-27T00:00:00,2024-02-01T00:00:00
INV_000731,BILL_000288,350333,usd,open,2024-02-26T00:00:00,
INV_000732,BILL_000289,482877,usd,paid,2022-08-21T00:00:00,
INV_000733,BILL_000290,109306,usd,paid,2022-07-04T00:00:00,2022-07-09T00:00:00
INV_000734,BILL_000290,177194,usd,paid,2022-08-03T00:00:00,2022-08-08T00:00:00
INV_000735,BILL_000291,465456,usd,paid,2022-11-15T00:00:00,
INV_000736,BILL_000292,416267,usd,paid,2023-08-02T00:00:00,2023-08-07T00:00:00
INV_000737,BILL_000292,295305,usd,paid,2023-09-01T00:00:00,2023-09-06T00:00:00
INV_000738,BILL_000292,139011,usd,paid,2023-10-01T00:00:00,2023-10-06T00:00:00
INV_000739,BILL_000293,133564,usd,open,2023-01-01T00:00:00,2023-01-06T00:00:00
INV_000740,BILL_000293,161888,usd,open,2023-01-31T00:00:00,2023-02-05T00:00:00
INV_000741,BILL_000294,85815,usd,paid,2023-07-10T00:00:00,2023-07-15T00:00:00
INV_000742,BILL_000294,419899,usd,void,2023-08-09T00:00:00,
INV_000743,BILL_000295,228004,usd,paid,2022-07-04T00:00:00,2022-07-09T00:00:00
INV_000744,BILL_000296,216927,usd,paid,2023-09-14T00:00:00,2023-09-19T00:00:00
INV_000745,BILL_000297,229361,usd,paid,2023-06-23T00:00:00,2023-06-28T00:00:00
INV_000746,BILL_000297,289654,usd,paid,2023-07-23T00:00:00,2023-07-28T00:00:00
INV_000747,BILL_000297,58728,usd,open,2023-08-22T00:00:00,2023-08-27T00:00:00
INV_000748,BILL_000297,434423,usd,paid,2023-09-21T00:00:00,2023-09-26T00:00:00
INV_000749,BILL_000298,494195,usd,paid,2022-11-16T00:00:00,2022-11-21T00:00:00
INV_000750,BILL_000299,453295,usd,open,2023-02-17T00:00:00,2023-02-22T00:00:00
INV_000751,BILL_000299,427381,usd,paid,2023-03-19T00:00:00,2023-03-24T00:00:00
INV_000752,BILL_000299,341607,usd,paid,2023-04-18T00:00:00,
INV_000753,BILL_000300,43088,usd,paid,2022-07-11T00:00:00,2022-07-16T00:00:00
INV_000754,BILL_000300,129753,usd,void,2022-08-10T00:00:00,2022-08-15T00:00:00
INV_000755,BILL_000301,414149,usd,paid,2023-12-19T00:00:00,2023-12-24T00:00:00
INV_000756,BILL_000301,68790,usd,paid,2024-01-18T00:00:00,2024-01-23T00:00:00
INV_000757,BILL_000302,275216,usd,void,2023-07-04T00:00:00,2023-07-09T00:00:00
INV_000758,BILL_000303,396109,usd,paid,2023-12-06T00:00:00,2023-12-11T00:00:00
INV_000759,BILL_000303,123605,usd,open,2024-01-05T00:00:00,2024-01-10T00:00:00
INV_000760,BILL_000304,445987,usd,paid,2023-12-29T00:00:00,2024-01-03T00:00:00
INV_000761,BILL_000304,292938,usd,open,2024-01-28T00:00:00,2024-02-02T00:00:00
INV_000762,BILL_000304,17136,usd,open,2024-02-27T00:00:00,2024-03-03T00:00:00
INV_000763,BILL_000305,426074,usd,paid,2024-01-16T00:00:00,2024-01-21T00:00:00
INV_000764,BILL_000306,314446,usd,open,2023-01-25T00:00:00,2023-01-30T00:00:00
INV_000765,BILL_000306,70571,usd,paid,2023-02-24T00:00:00,2023-03-01T00:00:00
INV_000766,BILL_000306,222706,usd,paid,2023-03-26T00:00:00,2023-03-31T00:00:00
INV_000767,BILL_000306,334055,usd,paid,2023-04-25T00:00:00,
INV_000768,BILL_000307,50507,usd,open,2022-04-19T00:00:00,2022-04-24T00:00:00
INV_000769,BILL_000307,78394,usd,open,2022-05-19T00:00:00,2022-05-24T00:00:00
INV_000770,BILL_000308,14090,usd,paid,2023-03-01T00:00:00,2023-03-06T00:00:00
INV_000771,BILL_000309,409722,usd,paid,2023-11-24T00:00:00,2023-11-29T00:00:00
INV_000772,BILL_000309,343887,usd,void,2023-12-24T00:00:00,2023-12-29T00:00:00
INV_000773,BILL_000309,300497,usd,paid,2024-01-23T00:00:00,2024-01-28T00:00:00
INV_000774,BILL_000310,430777,usd,open,2023-09-06T00:00:00,
INV_000775,BILL_000310,201261,usd,void,2023-10-06T00:00:00,2023-10-11T00:00:00
INV_000776,BILL_000311,88681,usd,paid,2023-04-30T00:00:00,2023-05-05T00:00:00
INV_000777,BILL_000312,21378,usd,paid,2022-11-18T00:00:00,2022-11-23T00:00:00
INV_000778,BILL_000312,97875,usd,paid,2022-12-18T00:00:00,2022-12-23T00:00:00
INV_000779,BILL_000312,243702,usd,open,2023-01-17T00:00:00,2023-01-22T00:00:00
INV_000780,BILL_000312,52547,usd,paid,2023-02-16T00:00:00,2023-02-21T00:00:00
INV_000781,BILL_000313,373907,usd,paid,2024-02-07T00:00:00,2024-02-12T00:00:00
INV_000782,BILL_000313,73974,usd,paid,2024-03-08T00:00:00,2024-03-13T00:00:00
INV_000783,BILL_000313,488509,usd,void,2024-04-07T00:00:00,2024-04-12T00:00:00
INV_000784,BILL_000313,487162,usd,void,2024-05-07T00:00:00,2024-05-12T00:00:00
INV_000785,BILL_000314,59081,usd,paid,2023-01-10T00:00:00,2023-01-15T00:00:00
INV_000786,BILL_000315,228349,usd,open,2023-09-22T00:00:00,2023-09-27T00:00:00
INV_000787,BILL_000315,489884,usd,paid,2023-10-22T00:00:00,2023-10-27T00:00:00
INV_000788,BILL_000315,493964,usd,open,2023-11-21T00:00:00,
INV_000789,BILL_000316,172668,usd,paid,2023-02-05T00:00:00,2023-02-10T00:00:00
INV_000790,BILL_000316,294556,usd,paid,2023-03-07T00:00:00,2023-03-12T00:00:00
INV_000791,BILL_000316,436975,usd,paid,2023-04-06T00:00:00,2023-04-11T00:00:00
INV_000792,BILL_000317,212874,usd,paid,2023-05-19T00:00:00,2023-05-24T00:00:00
INV_000793,BILL_000318,248591,usd,paid,2023-04-28T00:00:00,2023-05-03T00:00:00
INV_000794,BILL_000319,43371,usd,void,2023-01-27T00:00:00,2023-02-01T00:00:00
INV_000795,BILL_000320,299907,usd,paid,2022-04-10T00:00:00,
INV_000796,BILL_000320,49384,usd,paid,2022-05-10T00:00:00,2022-05-15T00:00:00
INV_000797,BILL_000320,156884,usd,paid,2022-06-09T00:00:00,2022-06-14T00:00:00
INV_000798,BILL_000320,370972,usd,paid,2022-07-09T00:00:00,2022-07-14T00:00:00
INV_000799,BILL_000321,355441,usd,open,2022-04-25T00:00:00,
INV_000800,BILL_000321,85756,usd,paid,2022-05-25T00:00:00,
INV_000801,BILL_000321,286912,usd,paid,2022-06-24T00:00:00,2022-06-29T00:00:00
INV_000802,BILL_000322,219888,usd,paid,2023-03-25T00:00:00,2023-03-30T00:00:00
INV_000803,BILL_000322,432939,usd,void,2023-04-24T00:00:00,2023-04-29T00:00:00
INV_000804,BILL_000322,61273,usd,paid,2023-05-24T00:00:00,2023-05-29T00:00:00
INV_000805,BILL_000323,160273,usd,open,2023-06-25T00:00:00,2023-06-30T00:00:00
INV_000806,BILL_000323,108736,usd,paid,2023-07-25T00:00:00,2023-07-30T00:00:00
INV_000807,BILL_000323,237098,usd,paid,2023-08-24T00:00:00,2023-08-29T00:00:00
INV_000808,BILL_000323,174874,usd,paid,2023-09-23T00:00:00,2023-09-28T00:00:00
INV_000809,BILL_000324,498294,usd,paid,2023-08-21T00:00:00,2023-08-26T00:00:00
INV_000810,BILL_000325,345006,usd,open,2023-11-08T00:00:00,2023-11-13T00:00:00
INV_000811,BILL_000326,17177,usd,paid,2023-02-27T00:00:00,2023-03-04T00:00:00
INV_000812,BILL_000326,363202,usd,paid,2023-03-29T00:00:00,2023-04-03T00:00:00
INV_000813,BILL_000327,353089,usd,void,2022-06-03T00:00:00,2022-06-08T00:00:00
INV_000814,BILL_000327,236502,usd,void,2022-07-03T00:00:00,2022-07-08T00:00:00
INV_000815,BILL_000327,59167,usd,open,2022-08-02T00:00:00,2022-08-07T00:00:00
INV_000816,BILL_000328,143228,usd,paid,2022-05-01T00:00:00,2022-05-06T00:00:00
INV_000817,BILL_000329,150858,usd,paid,2022-09-17T00:00:00,2022-09-22T00:00:00
INV_000818,BILL_000329,197940,usd,paid,2022-10-17T00:00:00,2022-10-22T00:00:00
INV_000819,BILL_000329,181730,usd,paid,2022-11-16T00:00:00,2022-11-21T00:00:00
INV_000820,BILL_000329,193553,usd,open,2022-12-16T00:00:00,
INV_000821,BILL_000330,217999,usd,paid,2023-05-28T00:00:00,2023-06-02T00:00:00
INV_000822,BILL_000331,322909,usd,paid,2023-04-28T00:00:00,
INV_000823,BILL_000332,277660,usd,void,2023-08-07T00:00:00,
INV_000824,BILL_000333,315433,usd,paid,2023-01-11T00:00:00,2023-01-16T00:00:00
INV_000825,BILL_000333,470428,usd,void,2023-02-10T00:00:00,2023-02-15T00:00:00
INV_000826,BILL_000333,443061,usd,paid,2023-03-12T00:00:00,2023-03-17T00:00:00
INV_000827,BILL_000333,52630,usd,paid,2023-04-11T00:00:00,2023-04-16T00:00:00
INV_000828,BILL_000334,74637,usd,open,2023-01-06T00:00:00,2023-01-11T00:00:00
INV_000829,BILL_000334,251431,usd,paid,2023-02-05T00:00:00,
INV_000830,BILL_000334,146946,usd,paid,2023-03-07T00:00:00,2023-03-12T00:00:00
INV_000831,BILL_000334,424794,usd,paid,2023-04-06T00:00:00,2023-04-11T00:00:00
INV_000832,BILL_000335,104318,usd,paid,2024-02-07T00:00:00,2024-02-12T00:00:00
INV_000833,BILL_000335,172276,usd,paid,2024-03-08T00:00:00,2024-03-13T00:00:00
INV_000834,BILL_000335,142451,usd,paid,2024-04-07T00:00:00,2024-04-12T00:00:00
INV_000835,BILL_000336,333807,usd,void,2023-05-29T00:00:00,2023-06-03T00:00:00
INV_000836,BILL_000337,462730,usd,void,2022-07-08T00:00:00,2022-07-13T00:00:00
INV_000837,BILL_000338,164865,usd,paid,2023-02-22T00:00:00,2023-02-27T00:00:00
INV_000838,BILL_000338,251346,usd,void,2023-03-24T00:00:00,2023-03-29T00:00:00
INV_000839,BILL_000338,88099,usd,paid,2023-04-23T00:00:00,2023-04-28T00:00:00
INV_000840,BILL_000338,338643,usd,paid,2023-05-23T00:00:00,2023-05-28T00:00:00
INV_000841,BILL_000339,64352,usd,paid,2023-06-13T00:00:00,2023-06-18T00:00:00
INV_000842,BILL_000339,343783,usd,paid,2023-07-13T00:00:00,2023-07-18T00:00:00
INV_000843,BILL_000339,118777,usd,paid,2023-08-12T00:00:00,2023-08-17T00:00:00
INV_000844,BILL_000340,285393,usd,paid,2023-04-07T00:00:00,2023-04-12T00:00:00
INV_000845,BILL_000340,469725,usd,paid,2023-05-07T00:00:00,2023-05-12T00:00:00
INV_000846,BILL_000340,83103,usd,paid,2023-06-06T00:00:00,2023-06-11T00:00:00
INV_000847,BILL_000341,118632,usd,void,2023-08-02T00:00:00,2023-08-07T00:00:00
INV_000848,BILL_000341,64959,usd,paid,2023-09-01T00:00:00,2023-09-06T00:00:00
INV_000849,BILL_000341,286190,usd,paid,2023-10-01T00:00:00,2023-10-06T00:00:00
INV_000850,BILL_000342,232429,usd,void,2022-04-11T00:00:00,2022-04-16T00:00:00
INV_000851,BILL_000343,205232,usd,paid,2024-02-06T00:00:00,2024-02-11T00:00:00
INV_000852,BILL_000344,293279,usd,paid,2024-01-07T00:00:00,2024-01-12T00:00:00
INV_000853,BILL_000344,344469,usd,paid,2024-02-06T00:00:00,
INV_000854,BILL_000345,243511,usd,paid,2023-05-09T00:00:00,2023-05-14T00:00:00
INV_000855,BILL_000345,311393,usd,paid,2023-06-08T00:00:00,2023-06-13T00:00:00
INV_000856,BILL_000346,178229,usd,paid,2023-10-21T00:00:00,
INV_000857,BILL_000347,418449,usd,void,2023-02-01T00:00:00,2023-02-06T00:00:00
INV_000858,BILL_000348,268030,usd,open,2022-09-28T00:00:00,2022-10-03T00:00:00
INV_000859,BILL_000348,300106,usd,paid,2022-10-28T00:00:00,
INV_000860,BILL_000348,280241,usd,open,2022-11-27T00:00:00,2022-12-02T00:00:00
INV_000861,BILL_000349,123437,usd,paid,2022-08-18T00:00:00,2022-08-23T00:00:00
INV_000862,BILL_000349,18460,usd,open,2022-09-17T00:00:00,2022-09-22T00:00:00
INV_000863,BILL_000350,386770,usd,open,2022-07-07T00:00:00,2022-07-12T00:00:00
INV_000864,BILL_000351,266940,usd,paid,2024-01-28T00:00:00,2024-02-02T00:00:00
INV_000865,BILL_000351,450938,usd,paid,2024-02-27T00:00:00,2024-03-03T00:00:00
INV_000866,BILL_000352,24408,usd,open,2022-09-16T00:00:00,2022-09-21T00:00:00
INV_000867,BILL_000352,292304,usd,void,2022-10-16T00:00:00,2022-10-21T00:00:00
INV_000868,BILL_000353,432812,usd,paid,2022-11-16T00:00:00,2022-11-21T00:00:00
INV_000869,BILL_000353,444176,usd,paid,2022-12-16T00:00:00,2022-12-21T00:00:00
INV_000870,BILL_000354,198841,usd,paid,2023-12-27T00:00:00,2024-01-01T00:00:00
INV_000871,BILL_000354,232612,usd,paid,2024-01-26T00:00:00,2024-01-31T00:00:00
INV_000872,BILL_000355,77835,usd,paid,2023-07-11T00:00:00,2023-07-16T00:00:00
INV_000873,BILL_000356,454127,usd,paid,2022-11-20T00:00:00,2022-11-25T00:00:00
INV_000874,BILL_000357,155583,usd,paid,2023-07-29T00:00:00,2023-08-03T00:00:00
INV_000875,BILL_000357,379121,usd,open,2023-08-28T00:00:00,
INV_000876,BILL_000357,400131,usd,void,2023-09-27T00:00:00,2023-10-02T00:00:00
INV_000877,BILL_000358,495777,usd,paid,2022-06-05T00:00:00,
INV_000878,BILL_000359,35429,usd,paid,2023-12-11T00:00:00,2023-12-16T00:00:00
INV_000879,BILL_000359,348684,usd,open,2024-01-10T00:00:00,2024-01-15T00:00:00
INV_000880,BILL_000360,463034,usd,paid,2023-08-28T00:00:00,2023-09-02T00:00:00
INV_000881,BILL_000360,27442,usd,paid,2023-09-27T00:00:00,2023-10-02T00:00:00
INV_000882,BILL_000360,292509,usd,paid,2023-10-27T00:00:00,2023-11-01T00:00:00
INV_000883,BILL_000361,12913,usd,paid,2023-12-20T00:00:00,2023-12-25T00:00:00
INV_000884,BILL_000361,476333,usd,paid,2024-01-19T00:00:00,2024-01-24T00:00:00
INV_000885,BILL_000361,163558,usd,open,2024-02-18T00:00:00,2024-02-23T00:00:00
INV_000886,BILL_000362,194028,usd,paid,2023-01-06T00:00:00,2023-01-11T00:00:00
INV_000887,BILL_000362,19923,usd,paid,2023-02-05T00:00:00,
INV_000888,BILL_000362,299195,usd,void,2023-03-07T00:00:00,2023-03-12T00:00:00
INV_000889,BILL_000362,460718,usd,paid,2023-04-06T00:00:00,2023-04-11T00:00:00
INV_000890,BILL_000363,325851,usd,paid,2022-04-06T00:00:00,2022-04-11T00:00:00
INV_000891,BILL_000363,56754,usd,void,2022-05-06T00:00:00,2022-05-11T00:00:00
INV_000892,BILL_000363,360008,usd,paid,2022-06-05T00:00:00,2022-06-10T00:00:00
INV_000893,BILL_000363,211356,usd,paid,2022-07-05T00:00:00,2022-07-10T00:00:00
INV_000894,BILL_000364,171625,usd,paid,2023-11-29T00:00:00,2023-12-04T00:00:00
INV_000895,BILL_000365,459187,usd,open,2024-02-19T00:00:00,
INV_000896,BILL_000365,439160,usd,paid,2024-03-20T00:00:00,2024-03-25T00:00:00
INV_000897,BILL_000365,372168,usd,paid,2024-04-19T00:00:00,2024-04-24T00:00:00
INV_000898,BILL_000365,91951,usd,paid,2024-05-19T00:00:00,2024-05-24T00:00:00
INV_000899,BILL_000366,277332,usd,paid,2023-08-19T00:00:00,
INV_000900,BILL_000366,155785,usd,open,2023-09-18T00:00:00,2023-09-23T00:00:00
INV_000901,BILL_000366,158298,usd,paid,2023-10-18T00:00:00,2023-10-23T00:00:00
INV_000902,BILL_000366,347448,usd,void,2023-11-17T00:00:00,2023-11-22T00:00:00
INV_000903,BILL_000367,464458,usd,paid,2023-07-23T00:00:00,
INV_000904,BILL_000368,419542,usd,void,2023-10-22T00:00:00,2023-10-27T00:00:00
INV_000905,BILL_000368,385935,usd,paid,2023-11-21T00:00:00,
INV_000906,BILL_000369,311168,usd,paid,2022-06-17T00:00:00,2022-06-22T00:00:00
INV_000907,BILL_000370,303679,usd,paid,2022-04-03T00:00:00,2022-04-08T00:00:00
INV_000908,BILL_000370,259870,usd,paid,2022-05-03T00:00:00,2022-05-08T00:00:00
INV_000909,BILL_000370,359217,usd,open,2022-06-02T00:00:00,2022-06-07T00:00:00
INV_000910,BILL_000370,143506,usd,void,2022-07-02T00:00:00,2022-07-07T00:00:00
INV_000911,BILL_000371,305123,usd,paid,2023-01-21T00:00:00,
INV_000912,BILL_000372,232876,usd,open,2023-08-22T00:00:00,2023-08-27T00:00:00
INV_000913,BILL_000372,372845,usd,void,2023-09-21T00:00:00,2023-09-26T00:00:00
INV_000914,BILL_000372,73172,usd,void,2023-10-21T00:00:00,2023-10-26T00:00:00
INV_000915,BILL_000372,201250,usd,paid,2023-11-20T00:00:00,2023-11-25T00:00:00
INV_000916,BILL_000373,453265,usd,paid,2023-07-26T00:00:00,2023-07-31T00:00:00
INV_000917,BILL_000373,196141,usd,open,2023-08-25T00:00:00,2023-08-30T00:00:00
INV_000918,BILL_000373,244618,usd,paid,2023-09-24T00:00:00,2023-09-29T00:00:00
INV_000919,BILL_000373,23714,usd,paid,2023-10-24T00:00:00,2023-10-29T00:00:00
INV_000920,BILL_000374,260330,usd,open,2023-10-12T00:00:00,
INV_000921,BILL_000374,68187,usd,paid,2023-11-11T00:00:00,2023-11-16T00:00:00
INV_000922,BILL_000374,432030,usd,open,2023-12-11T00:00:00,2023-12-16T00:00:00
INV_000923,BILL_000374,255403,usd,paid,2024-01-10T00:00:00,2024-01-15T00:00:00
INV_000924,BILL_000375,144242,usd,void,2023-10-02T00:00:00,2023-10-07T00:00:00
INV_000925,BILL_000375,345491,usd,void,2023-11-01T00:00:00,2023-11-06T00:00:00
INV_000926,BILL_000375,470355,usd,void,2023-12-01T00:00:00,2023-12-06T00:00:00
INV_000927,BILL_000376,499576,usd,void,2022-08-30T00:00:00,2022-09-04T00:00:00
INV_000928,BILL_000376,186492,usd,paid,2022-09-29T00:00:00,2022-10-04T00:00:00
INV_000929,BILL_000376,353144,usd,open,2022-10-29T00:00:00,2022-11-03T00:00:00
INV_000930,BILL_000377,11690,usd,paid,2023-07-30T00:00:00,2023-08-04T00:00:00
INV_000931,BILL_000377,306376,usd,paid,2023-08-29T00:00:00,
INV_000932,BILL_000378,258933,usd,open,2022-12-21T00:00:00,2022-12-26T00:00:00
INV_000933,BILL_000378,362453,usd,void,2023-01-20T00:00:00,
INV_000934,BILL_000379,224826,usd,open,2023-03-13T00:00:00,2023-03-18T00:00:00
INV_000935,BILL_000379,293276,usd,paid,2023-04-12T00:00:00,2023-04-17T00:00:00
